row_index,sequence_id,record_id,window_start,fs_hz,rpeak_input_0,rpeak_input_1,rpeak_input_2,rpeak_target,rr_input_0_1,rr_input_1_2,rr_prev_to_target,rr_prev_to_target_sec,input_window_start,input_window_end,target_window_start,target_window_end,target_overlap_samples,target_overlap_fraction,input_target_overlap,input_contains_target_rpeak
3290,118_01205,118,1205,360.0,343734,344014,344287,344565,280,273,278,0.7722222222222223,343644,344377,344475,344655,0,0.0,False,False
3291,118_01206,118,1206,360.0,344014,344287,344565,344838,273,278,273,0.7583333333333333,343924,344655,344748,344928,0,0.0,False,False
3292,118_01207,118,1207,360.0,344287,344565,344838,345068,278,273,230,0.6388888888888888,344197,344928,344978,345158,0,0.0,False,False
3293,118_01208,118,1208,360.0,344565,344838,345068,345370,273,230,302,0.8388888888888889,344475,345158,345280,345460,0,0.0,False,False
3294,118_01209,118,1209,360.0,344838,345068,345370,345656,230,302,286,0.7944444444444444,344748,345460,345566,345746,0,0.0,False,False
3295,118_01210,118,1210,360.0,345068,345370,345656,346202,302,286,546,1.5166666666666666,344978,345746,346112,346292,0,0.0,False,False
3296,118_01211,118,1211,360.0,345370,345656,346202,346488,286,546,286,0.7944444444444444,345280,346292,346398,346578,0,0.0,False,False
3297,118_01212,118,1212,360.0,345656,346202,346488,346766,546,286,278,0.7722222222222223,345566,346578,346676,346856,0,0.0,False,False
3298,118_01213,118,1213,360.0,346202,346488,346766,347045,286,278,279,0.775,346112,346856,346955,347135,0,0.0,False,False
3299,118_01214,118,1214,360.0,346488,346766,347045,347324,278,279,279,0.775,346398,347135,347234,347414,0,0.0,False,False
3300,118_01215,118,1215,360.0,346766,347045,347324,347601,279,279,277,0.7694444444444445,346676,347414,347511,347691,0,0.0,False,False
3301,118_01216,118,1216,360.0,347045,347324,347601,347880,279,277,279,0.775,346955,347691,347790,347970,0,0.0,False,False
3302,118_01217,118,1217,360.0,347324,347601,347880,348161,277,279,281,0.7805555555555556,347234,347970,348071,348251,0,0.0,False,False
3303,118_01218,118,1218,360.0,347601,347880,348161,348454,279,281,293,0.8138888888888889,347511,348251,348364,348544,0,0.0,False,False
3304,118_01219,118,1219,360.0,347880,348161,348454,348731,281,293,277,0.7694444444444445,347790,348544,348641,348821,0,0.0,False,False
3305,118_01220,118,1220,360.0,348161,348454,348731,349008,293,277,277,0.7694444444444445,348071,348821,348918,349098,0,0.0,False,False
3306,118_01221,118,1221,360.0,348454,348731,349008,349293,277,277,285,0.7916666666666666,348364,349098,349203,349383,0,0.0,False,False
3307,118_01222,118,1222,360.0,348731,349008,349293,349572,277,285,279,0.775,348641,349383,349482,349662,0,0.0,False,False
3308,118_01223,118,1223,360.0,349008,349293,349572,349855,285,279,283,0.7861111111111111,348918,349662,349765,349945,0,0.0,False,False
3309,118_01224,118,1224,360.0,349293,349572,349855,350146,279,283,291,0.8083333333333333,349203,349945,350056,350236,0,0.0,False,False
3310,118_01225,118,1225,360.0,349572,349855,350146,350434,283,291,288,0.8,349482,350236,350344,350524,0,0.0,False,False
3311,118_01226,118,1226,360.0,349855,350146,350434,350707,291,288,273,0.7583333333333333,349765,350524,350617,350797,0,0.0,False,False
3312,118_01227,118,1227,360.0,350146,350434,350707,350935,288,273,228,0.6333333333333333,350056,350797,350845,351025,0,0.0,False,False
3313,118_01228,118,1228,360.0,350434,350707,350935,351242,273,228,307,0.8527777777777777,350344,351025,351152,351332,0,0.0,False,False
3314,118_01229,118,1229,360.0,350707,350935,351242,351531,228,307,289,0.8027777777777778,350617,351332,351441,351621,0,0.0,False,False
3315,118_01230,118,1230,360.0,350935,351242,351531,351818,307,289,287,0.7972222222222223,350845,351621,351728,351908,0,0.0,False,False
3316,118_01231,118,1231,360.0,351242,351531,351818,352095,289,287,277,0.7694444444444445,351152,351908,352005,352185,0,0.0,False,False
3317,118_01232,118,1232,360.0,351531,351818,352095,352374,287,277,279,0.775,351441,352185,352284,352464,0,0.0,False,False
3318,118_01233,118,1233,360.0,351818,352095,352374,352649,277,279,275,0.7638888888888888,351728,352464,352559,352739,0,0.0,False,False
3319,118_01234,118,1234,360.0,352095,352374,352649,352927,279,275,278,0.7722222222222223,352005,352739,352837,353017,0,0.0,False,False
3320,118_01235,118,1235,360.0,352374,352649,352927,353212,275,278,285,0.7916666666666666,352284,353017,353122,353302,0,0.0,False,False
3321,118_01236,118,1236,360.0,352649,352927,353212,353495,278,285,283,0.7861111111111111,352559,353302,353405,353585,0,0.0,False,False
3322,118_01237,118,1237,360.0,352927,353212,353495,353770,285,283,275,0.7638888888888888,352837,353585,353680,353860,0,0.0,False,False
3323,118_01238,118,1238,360.0,353212,353495,353770,354045,283,275,275,0.7638888888888888,353122,353860,353955,354135,0,0.0,False,False
3324,118_01239,118,1239,360.0,353495,353770,354045,354287,275,275,242,0.6722222222222223,353405,354135,354197,354377,0,0.0,False,False
3325,118_01240,118,1240,360.0,353770,354045,354287,354603,275,242,316,0.8777777777777778,353680,354377,354513,354693,0,0.0,False,False
3326,118_01241,118,1241,360.0,354045,354287,354603,354895,242,316,292,0.8111111111111111,353955,354693,354805,354985,0,0.0,False,False
3327,118_01242,118,1242,360.0,354287,354603,354895,355183,316,292,288,0.8,354197,354985,355093,355273,0,0.0,False,False
3328,118_01243,118,1243,360.0,354603,354895,355183,355458,292,288,275,0.7638888888888888,354513,355273,355368,355548,0,0.0,False,False
3329,118_01244,118,1244,360.0,354895,355183,355458,355740,288,275,282,0.7833333333333333,354805,355548,355650,355830,0,0.0,False,False
3330,118_01245,118,1245,360.0,355183,355458,355740,356026,275,282,286,0.7944444444444444,355093,355830,355936,356116,0,0.0,False,False
3331,118_01246,118,1246,360.0,355458,355740,356026,356304,282,286,278,0.7722222222222223,355368,356116,356214,356394,0,0.0,False,False
3332,118_01247,118,1247,360.0,355740,356026,356304,356581,286,278,277,0.7694444444444445,355650,356394,356491,356671,0,0.0,False,False
3333,118_01248,118,1248,360.0,356026,356304,356581,356862,278,277,281,0.7805555555555556,355936,356671,356772,356952,0,0.0,False,False
3334,118_01249,118,1249,360.0,356304,356581,356862,357142,277,281,280,0.7777777777777778,356214,356952,357052,357232,0,0.0,False,False
3335,118_01250,118,1250,360.0,356581,356862,357142,357419,281,280,277,0.7694444444444445,356491,357232,357329,357509,0,0.0,False,False
3336,118_01251,118,1251,360.0,356862,357142,357419,357704,280,277,285,0.7916666666666666,356772,357509,357614,357794,0,0.0,False,False
3337,118_01252,118,1252,360.0,357142,357419,357704,357978,277,285,274,0.7611111111111111,357052,357794,357888,358068,0,0.0,False,False
3338,118_01253,118,1253,360.0,357419,357704,357978,358260,285,274,282,0.7833333333333333,357329,358068,358170,358350,0,0.0,False,False
3339,118_01254,118,1254,360.0,357704,357978,358260,358540,274,282,280,0.7777777777777778,357614,358350,358450,358630,0,0.0,False,False
3340,118_01255,118,1255,360.0,357978,358260,358540,358817,282,280,277,0.7694444444444445,357888,358630,358727,358907,0,0.0,False,False
3341,118_01256,118,1256,360.0,358260,358540,358817,359097,280,277,280,0.7777777777777778,358170,358907,359007,359187,0,0.0,False,False
3342,118_01257,118,1257,360.0,358540,358817,359097,359664,277,280,567,1.575,358450,359187,359574,359754,0,0.0,False,False
3343,118_01258,118,1258,360.0,358817,359097,359664,359949,280,567,285,0.7916666666666666,358727,359754,359859,360039,0,0.0,False,False
3344,118_01259,118,1259,360.0,359097,359664,359949,360237,567,285,288,0.8,359007,360039,360147,360327,0,0.0,False,False
3345,118_01260,118,1260,360.0,359664,359949,360237,360518,285,288,281,0.7805555555555556,359574,360327,360428,360608,0,0.0,False,False
3346,118_01261,118,1261,360.0,359949,360237,360518,360795,288,281,277,0.7694444444444445,359859,360608,360705,360885,0,0.0,False,False
3347,118_01262,118,1262,360.0,360237,360518,360795,361077,281,277,282,0.7833333333333333,360147,360885,360987,361167,0,0.0,False,False
3348,118_01263,118,1263,360.0,360518,360795,361077,361363,277,282,286,0.7944444444444444,360428,361167,361273,361453,0,0.0,False,False
3349,118_01264,118,1264,360.0,360795,361077,361363,361647,282,286,284,0.7888888888888889,360705,361453,361557,361737,0,0.0,False,False
3350,118_01265,118,1265,360.0,361077,361363,361647,361868,286,284,221,0.6138888888888889,360987,361737,361778,361958,0,0.0,False,False
3351,118_01266,118,1266,360.0,361363,361647,361868,362183,284,221,315,0.875,361273,361958,362093,362273,0,0.0,False,False
3352,118_01267,118,1267,360.0,361647,361868,362183,362495,221,315,312,0.8666666666666667,361557,362273,362405,362585,0,0.0,False,False
3353,118_01268,118,1268,360.0,361868,362183,362495,362796,315,312,301,0.8361111111111111,361778,362585,362706,362886,0,0.0,False,False
3354,118_01269,118,1269,360.0,362183,362495,362796,363100,312,301,304,0.8444444444444444,362093,362886,363010,363190,0,0.0,False,False
3355,118_01270,118,1270,360.0,362495,362796,363100,363396,301,304,296,0.8222222222222222,362405,363190,363306,363486,0,0.0,False,False
3356,118_01271,118,1271,360.0,362796,363100,363396,363696,304,296,300,0.8333333333333334,362706,363486,363606,363786,0,0.0,False,False
3357,118_01272,118,1272,360.0,363100,363396,363696,363991,296,300,295,0.8194444444444444,363010,363786,363901,364081,0,0.0,False,False
3358,118_01273,118,1273,360.0,363396,363696,363991,364294,300,295,303,0.8416666666666667,363306,364081,364204,364384,0,0.0,False,False
3359,118_01274,118,1274,360.0,363696,363991,364294,364589,295,303,295,0.8194444444444444,363606,364384,364499,364679,0,0.0,False,False
3360,118_01275,118,1275,360.0,363991,364294,364589,364887,303,295,298,0.8277777777777777,363901,364679,364797,364977,0,0.0,False,False
3361,118_01276,118,1276,360.0,364294,364589,364887,365188,295,298,301,0.8361111111111111,364204,364977,365098,365278,0,0.0,False,False
3362,118_01277,118,1277,360.0,364589,364887,365188,365483,298,301,295,0.8194444444444444,364499,365278,365393,365573,0,0.0,False,False
3363,118_01278,118,1278,360.0,364887,365188,365483,365776,301,295,293,0.8138888888888889,364797,365573,365686,365866,0,0.0,False,False
3364,118_01279,118,1279,360.0,365188,365483,365776,366075,295,293,299,0.8305555555555556,365098,365866,365985,366165,0,0.0,False,False
3365,118_01280,118,1280,360.0,365483,365776,366075,366634,293,299,559,1.5527777777777778,365393,366165,366544,366724,0,0.0,False,False
3366,118_01281,118,1281,360.0,365776,366075,366634,366934,299,559,300,0.8333333333333334,365686,366724,366844,367024,0,0.0,False,False
3367,118_01282,118,1282,360.0,366075,366634,366934,367243,559,300,309,0.8583333333333333,365985,367024,367153,367333,0,0.0,False,False
3368,118_01283,118,1283,360.0,366634,366934,367243,367535,300,309,292,0.8111111111111111,366544,367333,367445,367625,0,0.0,False,False
3369,118_01284,118,1284,360.0,366934,367243,367535,367829,309,292,294,0.8166666666666667,366844,367625,367739,367919,0,0.0,False,False
3370,118_01285,118,1285,360.0,367243,367535,367829,368127,292,294,298,0.8277777777777777,367153,367919,368037,368217,0,0.0,False,False
3371,118_01286,118,1286,360.0,367535,367829,368127,368415,294,298,288,0.8,367445,368217,368325,368505,0,0.0,False,False
3372,118_01287,118,1287,360.0,367829,368127,368415,368702,298,288,287,0.7972222222222223,367739,368505,368612,368792,0,0.0,False,False
3373,118_01288,118,1288,360.0,368127,368415,368702,368992,288,287,290,0.8055555555555556,368037,368792,368902,369082,0,0.0,False,False
3374,118_01289,118,1289,360.0,368415,368702,368992,369283,287,290,291,0.8083333333333333,368325,369082,369193,369373,0,0.0,False,False
3375,118_01290,118,1290,360.0,368702,368992,369283,369570,290,291,287,0.7972222222222223,368612,369373,369480,369660,0,0.0,False,False
3376,118_01291,118,1291,360.0,368992,369283,369570,369859,291,287,289,0.8027777777777778,368902,369660,369769,369949,0,0.0,False,False
3377,118_01292,118,1292,360.0,369283,369570,369859,370148,287,289,289,0.8027777777777778,369193,369949,370058,370238,0,0.0,False,False
3378,118_01293,118,1293,360.0,369570,369859,370148,370437,289,289,289,0.8027777777777778,369480,370238,370347,370527,0,0.0,False,False
3379,118_01294,118,1294,360.0,369859,370148,370437,370726,289,289,289,0.8027777777777778,369769,370527,370636,370816,0,0.0,False,False
3380,118_01295,118,1295,360.0,370148,370437,370726,371016,289,289,290,0.8055555555555556,370058,370816,370926,371106,0,0.0,False,False
3381,118_01296,118,1296,360.0,370437,370726,371016,371309,289,290,293,0.8138888888888889,370347,371106,371219,371399,0,0.0,False,False
3382,118_01297,118,1297,360.0,370726,371016,371309,371596,290,293,287,0.7972222222222223,370636,371399,371506,371686,0,0.0,False,False
3383,118_01298,118,1298,360.0,371016,371309,371596,371878,293,287,282,0.7833333333333333,370926,371686,371788,371968,0,0.0,False,False
3384,118_01299,118,1299,360.0,371309,371596,371878,372168,287,282,290,0.8055555555555556,371219,371968,372078,372258,0,0.0,False,False
3385,118_01300,118,1300,360.0,371596,371878,372168,372453,282,290,285,0.7916666666666666,371506,372258,372363,372543,0,0.0,False,False
3386,118_01301,118,1301,360.0,371878,372168,372453,372728,290,285,275,0.7638888888888888,371788,372543,372638,372818,0,0.0,False,False
3387,118_01302,118,1302,360.0,372168,372453,372728,373006,285,275,278,0.7722222222222223,372078,372818,372916,373096,0,0.0,False,False
3388,118_01303,118,1303,360.0,372453,372728,373006,373290,275,278,284,0.7888888888888889,372363,373096,373200,373380,0,0.0,False,False
3389,118_01304,118,1304,360.0,372728,373006,373290,373567,278,284,277,0.7694444444444445,372638,373380,373477,373657,0,0.0,False,False
3390,118_01305,118,1305,360.0,373006,373290,373567,373851,284,277,284,0.7888888888888889,372916,373657,373761,373941,0,0.0,False,False
3391,118_01306,118,1306,360.0,373290,373567,373851,374143,277,284,292,0.8111111111111111,373200,373941,374053,374233,0,0.0,False,False
3392,118_01307,118,1307,360.0,373567,373851,374143,374425,284,292,282,0.7833333333333333,373477,374233,374335,374515,0,0.0,False,False
3393,118_01308,118,1308,360.0,373851,374143,374425,374709,292,282,284,0.7888888888888889,373761,374515,374619,374799,0,0.0,False,False
3394,118_01309,118,1309,360.0,374143,374425,374709,375002,282,284,293,0.8138888888888889,374053,374799,374912,375092,0,0.0,False,False
3395,118_01310,118,1310,360.0,374425,374709,375002,375293,284,293,291,0.8083333333333333,374335,375092,375203,375383,0,0.0,False,False
3396,118_01311,118,1311,360.0,374709,375002,375293,375584,293,291,291,0.8083333333333333,374619,375383,375494,375674,0,0.0,False,False
3397,118_01312,118,1312,360.0,375002,375293,375584,375874,291,291,290,0.8055555555555556,374912,375674,375784,375964,0,0.0,False,False
3398,118_01313,118,1313,360.0,375293,375584,375874,376163,291,290,289,0.8027777777777778,375203,375964,376073,376253,0,0.0,False,False
3399,118_01314,118,1314,360.0,375584,375874,376163,376448,290,289,285,0.7916666666666666,375494,376253,376358,376538,0,0.0,False,False
3400,118_01315,118,1315,360.0,375874,376163,376448,376742,289,285,294,0.8166666666666667,375784,376538,376652,376832,0,0.0,False,False
3401,118_01316,118,1316,360.0,376163,376448,376742,376957,285,294,215,0.5972222222222222,376073,376832,376867,377047,0,0.0,False,False
3402,118_01317,118,1317,360.0,376448,376742,376957,377278,294,215,321,0.8916666666666667,376358,377047,377188,377368,0,0.0,False,False
3403,118_01318,118,1318,360.0,376742,376957,377278,377579,215,321,301,0.8361111111111111,376652,377368,377489,377669,0,0.0,False,False
3404,118_01319,118,1319,360.0,376957,377278,377579,377872,321,301,293,0.8138888888888889,376867,377669,377782,377962,0,0.0,False,False
3405,118_01320,118,1320,360.0,377278,377579,377872,378169,301,293,297,0.825,377188,377962,378079,378259,0,0.0,False,False
3406,118_01321,118,1321,360.0,377579,377872,378169,378464,293,297,295,0.8194444444444444,377489,378259,378374,378554,0,0.0,False,False
3407,118_01322,118,1322,360.0,377872,378169,378464,378747,297,295,283,0.7861111111111111,377782,378554,378657,378837,0,0.0,False,False
3408,118_01323,118,1323,360.0,378169,378464,378747,379044,295,283,297,0.825,378079,378837,378954,379134,0,0.0,False,False
3409,118_01324,118,1324,360.0,378464,378747,379044,379576,283,297,532,1.4777777777777779,378374,379134,379486,379666,0,0.0,False,False
3410,118_01325,118,1325,360.0,378747,379044,379576,379885,297,532,309,0.8583333333333333,378657,379666,379795,379975,0,0.0,False,False
3411,118_01326,118,1326,360.0,379044,379576,379885,380188,532,309,303,0.8416666666666667,378954,379975,380098,380278,0,0.0,False,False
3412,118_01327,118,1327,360.0,379576,379885,380188,380479,309,303,291,0.8083333333333333,379486,380278,380389,380569,0,0.0,False,False
3413,118_01328,118,1328,360.0,379885,380188,380479,380772,303,291,293,0.8138888888888889,379795,380569,380682,380862,0,0.0,False,False
3414,118_01329,118,1329,360.0,380188,380479,380772,381073,291,293,301,0.8361111111111111,380098,380862,380983,381163,0,0.0,False,False
3415,118_01330,118,1330,360.0,380479,380772,381073,381358,293,301,285,0.7916666666666666,380389,381163,381268,381448,0,0.0,False,False
3416,118_01331,118,1331,360.0,380772,381073,381358,381642,301,285,284,0.7888888888888889,380682,381448,381552,381732,0,0.0,False,False
3417,118_01332,118,1332,360.0,381073,381358,381642,381933,285,284,291,0.8083333333333333,380983,381732,381843,382023,0,0.0,False,False
3418,118_01333,118,1333,360.0,381358,381642,381933,382212,284,291,279,0.775,381268,382023,382122,382302,0,0.0,False,False
3419,118_01334,118,1334,360.0,381642,381933,382212,382498,291,279,286,0.7944444444444444,381552,382302,382408,382588,0,0.0,False,False
3420,118_01335,118,1335,360.0,381933,382212,382498,382789,279,286,291,0.8083333333333333,381843,382588,382699,382879,0,0.0,False,False
3421,118_01336,118,1336,360.0,382212,382498,382789,383079,286,291,290,0.8055555555555556,382122,382879,382989,383169,0,0.0,False,False
3422,118_01337,118,1337,360.0,382498,382789,383079,383369,291,290,290,0.8055555555555556,382408,383169,383279,383459,0,0.0,False,False
3423,118_01338,118,1338,360.0,382789,383079,383369,383666,290,290,297,0.825,382699,383459,383576,383756,0,0.0,False,False
3424,118_01339,118,1339,360.0,383079,383369,383666,383955,290,297,289,0.8027777777777778,382989,383756,383865,384045,0,0.0,False,False
3425,118_01340,118,1340,360.0,383369,383666,383955,384260,297,289,305,0.8472222222222222,383279,384045,384170,384350,0,0.0,False,False
3426,118_01341,118,1341,360.0,383666,383955,384260,384559,289,305,299,0.8305555555555556,383576,384350,384469,384649,0,0.0,False,False
3427,118_01342,118,1342,360.0,383955,384260,384559,384856,305,299,297,0.825,383865,384649,384766,384946,0,0.0,False,False
3428,118_01343,118,1343,360.0,384260,384559,384856,385147,299,297,291,0.8083333333333333,384170,384946,385057,385237,0,0.0,False,False
3429,118_01344,118,1344,360.0,384559,384856,385147,385444,297,291,297,0.825,384469,385237,385354,385534,0,0.0,False,False
3430,118_01345,118,1345,360.0,384856,385147,385444,385735,291,297,291,0.8083333333333333,384766,385534,385645,385825,0,0.0,False,False
3431,118_01346,118,1346,360.0,385147,385444,385735,386031,297,291,296,0.8222222222222222,385057,385825,385941,386121,0,0.0,False,False
3432,118_01347,118,1347,360.0,385444,385735,386031,386326,291,296,295,0.8194444444444444,385354,386121,386236,386416,0,0.0,False,False
3433,118_01348,118,1348,360.0,385735,386031,386326,386613,296,295,287,0.7972222222222223,385645,386416,386523,386703,0,0.0,False,False
3434,118_01349,118,1349,360.0,386031,386326,386613,386917,295,287,304,0.8444444444444444,385941,386703,386827,387007,0,0.0,False,False
3435,118_01350,118,1350,360.0,386326,386613,386917,387211,287,304,294,0.8166666666666667,386236,387007,387121,387301,0,0.0,False,False
3436,118_01351,118,1351,360.0,386613,386917,387211,387497,304,294,286,0.7944444444444444,386523,387301,387407,387587,0,0.0,False,False
3437,118_01352,118,1352,360.0,386917,387211,387497,387797,294,286,300,0.8333333333333334,386827,387587,387707,387887,0,0.0,False,False
3438,118_01353,118,1353,360.0,387211,387497,387797,388086,286,300,289,0.8027777777777778,387121,387887,387996,388176,0,0.0,False,False
3439,118_01354,118,1354,360.0,387497,387797,388086,388375,300,289,289,0.8027777777777778,387407,388176,388285,388465,0,0.0,False,False
3440,118_01355,118,1355,360.0,387797,388086,388375,388671,289,289,296,0.8222222222222222,387707,388465,388581,388761,0,0.0,False,False
3441,118_01356,118,1356,360.0,388086,388375,388671,388965,289,296,294,0.8166666666666667,387996,388761,388875,389055,0,0.0,False,False
3442,118_01357,118,1357,360.0,388375,388671,388965,389252,296,294,287,0.7972222222222223,388285,389055,389162,389342,0,0.0,False,False
3443,118_01358,118,1358,360.0,388671,388965,389252,389535,294,287,283,0.7861111111111111,388581,389342,389445,389625,0,0.0,False,False
3444,118_01359,118,1359,360.0,388965,389252,389535,389821,287,283,286,0.7944444444444444,388875,389625,389731,389911,0,0.0,False,False
3445,118_01360,118,1360,360.0,389252,389535,389821,390106,283,286,285,0.7916666666666666,389162,389911,390016,390196,0,0.0,False,False
3446,118_01361,118,1361,360.0,389535,389821,390106,390391,286,285,285,0.7916666666666666,389445,390196,390301,390481,0,0.0,False,False
3447,118_01362,118,1362,360.0,389821,390106,390391,390681,285,285,290,0.8055555555555556,389731,390481,390591,390771,0,0.0,False,False
3448,118_01363,118,1363,360.0,390106,390391,390681,390955,285,290,274,0.7611111111111111,390016,390771,390865,391045,0,0.0,False,False
3449,118_01364,118,1364,360.0,390391,390681,390955,391237,290,274,282,0.7833333333333333,390301,391045,391147,391327,0,0.0,False,False
3450,118_01365,118,1365,360.0,390681,390955,391237,391518,274,282,281,0.7805555555555556,390591,391327,391428,391608,0,0.0,False,False
3451,118_01366,118,1366,360.0,390955,391237,391518,391804,282,281,286,0.7944444444444444,390865,391608,391714,391894,0,0.0,False,False
3452,118_01367,118,1367,360.0,391237,391518,391804,392087,281,286,283,0.7861111111111111,391147,391894,391997,392177,0,0.0,False,False
3453,118_01368,118,1368,360.0,391518,391804,392087,392372,286,283,285,0.7916666666666666,391428,392177,392282,392462,0,0.0,False,False
3454,118_01369,118,1369,360.0,391804,392087,392372,392668,283,285,296,0.8222222222222222,391714,392462,392578,392758,0,0.0,False,False
3455,118_01370,118,1370,360.0,392087,392372,392668,392958,285,296,290,0.8055555555555556,391997,392758,392868,393048,0,0.0,False,False
3456,118_01371,118,1371,360.0,392372,392668,392958,393253,296,290,295,0.8194444444444444,392282,393048,393163,393343,0,0.0,False,False
3457,118_01372,118,1372,360.0,392668,392958,393253,393541,290,295,288,0.8,392578,393343,393451,393631,0,0.0,False,False
3458,118_01373,118,1373,360.0,392958,393253,393541,393840,295,288,299,0.8305555555555556,392868,393631,393750,393930,0,0.0,False,False
3459,118_01374,118,1374,360.0,393253,393541,393840,394135,288,299,295,0.8194444444444444,393163,393930,394045,394225,0,0.0,False,False
3460,118_01375,118,1375,360.0,393541,393840,394135,394429,299,295,294,0.8166666666666667,393451,394225,394339,394519,0,0.0,False,False
3461,118_01376,118,1376,360.0,393840,394135,394429,394736,295,294,307,0.8527777777777777,393750,394519,394646,394826,0,0.0,False,False
3462,118_01377,118,1377,360.0,394135,394429,394736,395033,294,307,297,0.825,394045,394826,394943,395123,0,0.0,False,False
3463,118_01378,118,1378,360.0,394429,394736,395033,395325,307,297,292,0.8111111111111111,394339,395123,395235,395415,0,0.0,False,False
3464,118_01379,118,1379,360.0,394736,395033,395325,395631,297,292,306,0.85,394646,395415,395541,395721,0,0.0,False,False
3465,118_01380,118,1380,360.0,395033,395325,395631,395931,292,306,300,0.8333333333333334,394943,395721,395841,396021,0,0.0,False,False
3466,118_01381,118,1381,360.0,395325,395631,395931,396228,306,300,297,0.825,395235,396021,396138,396318,0,0.0,False,False
3467,118_01382,118,1382,360.0,395631,395931,396228,396521,300,297,293,0.8138888888888889,395541,396318,396431,396611,0,0.0,False,False
3468,118_01383,118,1383,360.0,395931,396228,396521,396804,297,293,283,0.7861111111111111,395841,396611,396714,396894,0,0.0,False,False
3469,118_01384,118,1384,360.0,396228,396521,396804,397096,293,283,292,0.8111111111111111,396138,396894,397006,397186,0,0.0,False,False
3470,118_01385,118,1385,360.0,396521,396804,397096,397395,283,292,299,0.8305555555555556,396431,397186,397305,397485,0,0.0,False,False
3471,118_01386,118,1386,360.0,396804,397096,397395,397691,292,299,296,0.8222222222222222,396714,397485,397601,397781,0,0.0,False,False
3472,118_01387,118,1387,360.0,397096,397395,397691,397984,299,296,293,0.8138888888888889,397006,397781,397894,398074,0,0.0,False,False
3473,118_01388,118,1388,360.0,397395,397691,397984,398272,296,293,288,0.8,397305,398074,398182,398362,0,0.0,False,False
3474,118_01389,118,1389,360.0,397691,397984,398272,398567,293,288,295,0.8194444444444444,397601,398362,398477,398657,0,0.0,False,False
3475,118_01390,118,1390,360.0,397984,398272,398567,398860,288,295,293,0.8138888888888889,397894,398657,398770,398950,0,0.0,False,False
3476,118_01391,118,1391,360.0,398272,398567,398860,399155,295,293,295,0.8194444444444444,398182,398950,399065,399245,0,0.0,False,False
3477,118_01392,118,1392,360.0,398567,398860,399155,399365,293,295,210,0.5833333333333334,398477,399245,399275,399455,0,0.0,False,False
3478,118_01393,118,1393,360.0,398860,399155,399365,399668,295,210,303,0.8416666666666667,398770,399455,399578,399758,0,0.0,False,False
3479,118_01394,118,1394,360.0,399155,399365,399668,399976,210,303,308,0.8555555555555555,399065,399758,399886,400066,0,0.0,False,False
3480,118_01395,118,1395,360.0,399365,399668,399976,400261,303,308,285,0.7916666666666666,399275,400066,400171,400351,0,0.0,False,False
3481,118_01396,118,1396,360.0,399668,399976,400261,400565,308,285,304,0.8444444444444444,399578,400351,400475,400655,0,0.0,False,False
3482,118_01397,118,1397,360.0,399976,400261,400565,400867,285,304,302,0.8388888888888889,399886,400655,400777,400957,0,0.0,False,False
3483,118_01398,118,1398,360.0,400261,400565,400867,401161,304,302,294,0.8166666666666667,400171,400957,401071,401251,0,0.0,False,False
3484,118_01399,118,1399,360.0,400565,400867,401161,401464,302,294,303,0.8416666666666667,400475,401251,401374,401554,0,0.0,False,False
3485,118_01400,118,1400,360.0,400867,401161,401464,401775,294,303,311,0.8638888888888889,400777,401554,401685,401865,0,0.0,False,False
3486,118_01401,118,1401,360.0,401161,401464,401775,402073,303,311,298,0.8277777777777777,401071,401865,401983,402163,0,0.0,False,False
3487,118_01402,118,1402,360.0,401464,401775,402073,402368,311,298,295,0.8194444444444444,401374,402163,402278,402458,0,0.0,False,False
3488,118_01403,118,1403,360.0,401775,402073,402368,402669,298,295,301,0.8361111111111111,401685,402458,402579,402759,0,0.0,False,False
3489,118_01404,118,1404,360.0,402073,402368,402669,402962,295,301,293,0.8138888888888889,401983,402759,402872,403052,0,0.0,False,False
3490,118_01405,118,1405,360.0,402368,402669,402962,403259,301,293,297,0.825,402278,403052,403169,403349,0,0.0,False,False
3491,118_01406,118,1406,360.0,402669,402962,403259,403561,293,297,302,0.8388888888888889,402579,403349,403471,403651,0,0.0,False,False
3492,118_01407,118,1407,360.0,402962,403259,403561,403848,297,302,287,0.7972222222222223,402872,403651,403758,403938,0,0.0,False,False
3493,118_01408,118,1408,360.0,403259,403561,403848,404137,302,287,289,0.8027777777777778,403169,403938,404047,404227,0,0.0,False,False
3494,118_01409,118,1409,360.0,403561,403848,404137,404448,287,289,311,0.8638888888888889,403471,404227,404358,404538,0,0.0,False,False
3495,118_01410,118,1410,360.0,403848,404137,404448,404750,289,311,302,0.8388888888888889,403758,404538,404660,404840,0,0.0,False,False
3496,118_01411,118,1411,360.0,404137,404448,404750,405041,311,302,291,0.8083333333333333,404047,404840,404951,405131,0,0.0,False,False
3497,118_01412,118,1412,360.0,404448,404750,405041,405342,302,291,301,0.8361111111111111,404358,405131,405252,405432,0,0.0,False,False
3498,118_01413,118,1413,360.0,404750,405041,405342,405639,291,301,297,0.825,404660,405432,405549,405729,0,0.0,False,False
3499,118_01414,118,1414,360.0,405041,405342,405639,405936,301,297,297,0.825,404951,405729,405846,406026,0,0.0,False,False
3500,118_01415,118,1415,360.0,405342,405639,405936,406234,297,297,298,0.8277777777777777,405252,406026,406144,406324,0,0.0,False,False
